"OPERATING SUPPORT ELIMINATIONS","A","-1430721","CARDIOLOGY","69", , , , , , , , , , , , , , , 
"OPERATING SUPPORT ELIMINATIONS","A","-78486","ELECTROENCEPHALOGRAPHY","70", , , , , , , , , , , , , , , 
"OPERATING SUPPORT ELIMINATIONS","A","-10222329","CLINIC","90", , , , , , , , , , , , , , , 
"OPERATING SUPPORT ELIMINATIONS","A","-4194553","EMERGENCY","91", , , , , , , , , , , , , , , 
"OPERATING SUPPORT ELIMINATIONS","A","-2499192","OBSERVATION BEDS-DISTINCT","92", , , , , , , , , , , , , , , 
"OPERATING SUPPORT ELIMINATIONS","A","-200000","KIDNEY ACQUISITION","105", , , , , , , , , , , , , , , 
"OPERATING SUPPORT ELIMINATIONS","A","-425000","GIFT  FLOWER  COFFEE SHOP & CANTEEN","190", , , , , , , , , , , , , , , 
"ANESTHESIA BUY BACK","A","2627827","ANES","22", , , , , , , , , , , , , , , 
"ANESTHESIA BUY BACK","A","4654903","ANESTHESIOLOGY","53", , , , , , , , , , , , , , , 
"RADIOLOGY DIAGNOSTIC BUY BACK","A","3643523","RADIOLOGY-DIAGNOSTIC","54", , , , , , , , , , , , , , , 
"RADIOLOGY DIAGNOSTIC BUY BACK","A","2030933","RADIOLOGY DIAG","22", , , , , , , , , , , , , , , 
"EMERGENCY BUY BACK","A","3838651","EMERGENCY","91", , , , , , , , , , , , , , , 
"EMERGENCY BUY BACK","A","880235","M & S","22", , , , , , , , , , , , , , , 
"PATHOLOGY BUY BACK","A","4682820","LABORATORY","60", , , , , , , , , , , , , , , 
"PATHOLOGY BUY BACK","A","2453669","PATH","22", , , , , , , , , , , , , , , 
"RADIATION MEDICINE BUY BACK","A","2184729","RADIOLOGY-THERAPEUTIC","55", , , , , , , , , , , , , , , 
"RADIATION MEDICINE BUY BACK","A","823325","RAD MED","22", , , , , , , , , , , , , , , 
"TRANSPLANT CHARGES ELIMINATION","A","-26831","LUNG ACQUISITION","108", , , , , , , , , , , , , , , 
"TRANSPLANT CHARGES ELIMINATION","A","-150891","KIDNEY ACQUISITION","105", , , , , , , , , , , , , , , 
"TRANSPLANT CHARGES ELIMINATION","A","-159582","LIVER ACQUISITION","107", , , , , , , , , , , , , , , 
"TRANSPLANT CHARGES ELIMINATION","A","-23830","HEART ACQUISITION","106", , , , , , , , , , , , , , , 
"TRANSPLANT CHARGES ELIMINATION","A","-139","PANCREAS ACQUISITION","109", , , , , , , , , , , , , , , 
"MALPRACTICE TAIL ADJUSTMENT","A","845000","EMPLOYEE BENEFITS DEPARTMENT","4", , , , , , , , , , , , , , , 
"GROUP PRACTICE EXPENSE ELIMINAT","A","-420834","EMERGENCY","91", , , , , , , , , , , , , , , 
"GROUP PRACTICE EXPENSE ELIMINAT","A","-890970","I&R SERVICES-SALARY & FRINGES APPRV","21", , , , , , , , , , , , , , , 
"GROUP PRACTICE EXPENSE ELIMINAT","A","-8301438","ANESTHESIOLOGY","53", , , , , , , , , , , , , , , 
"GROUP PRACTICE EXPENSE ELIMINAT","A","-2354186","RADIOLOGY-DIAGNOSTIC","54", , , , , , , , , , , , , , , 
"GROUP PRACTICE EXPENSE ELIMINAT","A","-1844767","LABORATORY","60", , , , , , , , , , , , , , , 
"GROUP PRACTICE EXPENSE ELIMINAT","A","-719311","ELECTROENCEPHALOGRAPHY","70", , , , , , , , , , , , , , , 
"GROUP PRACTICE EXPENSE ELIMINAT","A","-72897","OTH ANCILLARY SERVICE C","76", , , , , , , , , , , , , , , 
"DISTRESSED HOSPITAL EXPENSE","A","3388750","CASHIERING  A/R","5", , , , , , , , , , , , , , , 
"RESEARCH INDIRECT COSTS ELIMINA","A","-3948240","RESEARCH AND TRAINING","191", , , , , , , , , , , , , , , 
"ADVERTISING AND MARKETING ELIMI","A","-16993","EMPLOYEE BENEFITS DEPARTMENT","4", , , , , , , , , , , , , , , 
"ADVERTISING AND MARKETING ELIMI","A","-78231","CASHIERING  A/R","5", , , , , , , , , , , , , , , 
"ADVERTISING AND MARKETING ELIMI","A","-1197043","OTHER ADMIN + GENERAL","5", , , , , , , , , , , , , , , 
"ADVERTISING AND MARKETING ELIMI","A","-3574","NURSING ADMINISTRATION","13", , , , , , , , , , , , , , , 
"ADVERTISING AND MARKETING ELIMI","A","-130","PHARMACY","15", , , , , , , , , , , , , , , 
"ADVERTISING AND MARKETING ELIMI","A","-245214","I&R SERVICES-SALARY & FRINGES APPRV","21", , , , , , , , , , , , , , , 
"ADVERTISING AND MARKETING ELIMI","A","-4565","RADIOLOGY-DIAGNOSTIC","54", , , , , , , , , , , , , , , 
"ADVERTISING AND MARKETING ELIMI","A","-6340","RADIOLOGY-THERAPEUTIC","55", , , , , , , , , , , , , , , 
"ADVERTISING AND MARKETING ELIMI","A","-6276","PROTON BEAM","55", , , , , , , , , , , , , , , 
"ADVERTISING AND MARKETING ELIMI","A","-8743","CLINIC","90", , , , , , , , , , , , , , , 
"ADVERTISING AND MARKETING ELIMI","A","-3527","KIDNEY ACQUISITION","105", , , , , , , , , , , , , , , 
"ADVERTISING AND MARKETING ELIMI","A","-1878374","GIFT  FLOWER  COFFEE SHOP & CANTEEN","190", , , , , , , , , , , , , , , 
"ADVERTISING AND MARKETING ELIMI","A","-12427","RESEARCH ADMIN & GENERAL","191", , , , , , , , , , , , , , , 
"ADVERTISING AND MARKETING ELIMI","A","-250","RESEARCH AND TRAINING","191", , , , , , , , , , , , , , , 
"LOBBYING EXPENSE ELIMINATION","A","-80579","OTHER ADMIN + GENERAL","5", , , , , , , , , , , , , , , 
"PROFESSIONAL COSTS OF NP AND PA","A","-4","EMPLOYEE BENEFITS DEPARTMENT","4", , , , , , , , , , , , , , , 
"PROFESSIONAL COSTS OF NP AND PA","A","-92751","CASHIERING  A/R","5", , , , , , , , , , , , , , , 
"PROFESSIONAL COSTS OF NP AND PA","A","-918660","OTHER ADMIN + GENERAL","5", , , , , , , , , , , , , , , 
"PROFESSIONAL COSTS OF NP AND PA","A","-114084","NURSING ADMINISTRATION","13", , , , , , , , , , , , , , , 
"PROFESSIONAL COSTS OF NP AND PA","A","-178395","OTHER GENERAL SERVICES IV","18", , , , , , , , , , , , , , , 
"PROFESSIONAL COSTS OF NP AND PA","A","-1614044","I&R SERVICES-SALARY & FRINGES APPRV","21", , , , , , , , , , , , , , , 
"PROFESSIONAL COSTS OF NP AND PA","A","-1790660","ADULTS & PEDIATRICS","30", , , , , , , , , , , , , , , 
"PROFESSIONAL COSTS OF NP AND PA","A","-1471","INTENSIVE CARE UNIT","31", , , , , , , , , , , , , , , 
"PROFESSIONAL COSTS OF NP AND PA","A","-663089","TRAUMA INTENSIVE CARE","35","11", , , , , , , , , , , , , , 
"PROFESSIONAL COSTS OF NP AND PA","A","-1092827","OPERATING ROOM","50", , , , , , , , , , , , , , , 
"PROFESSIONAL COSTS OF NP AND PA","A","-1659","RECOVERY ROOM","51", , , , , , , , , , , , , , , 
"PROFESSIONAL COSTS OF NP AND PA","A","-140886","DELIVERY ROOM & LABOR ROOM","52", , , , , , , , , , , , , , , 
"PROFESSIONAL COSTS OF NP AND PA","A","-782198","ANESTHESIOLOGY","53", , , , , , , , , , , , , , , 
"PROFESSIONAL COSTS OF NP AND PA","A","-69506","RADIOLOGY-DIAGNOSTIC","54", , , , , , , , , , , , , , , 
"PROFESSIONAL COSTS OF NP AND PA","A","-83012","RADIOLOGY-THERAPEUTIC","55", , , , , , , , , , , , , , , 
"PROFESSIONAL COSTS OF NP AND PA","A","-59264","PROTON BEAM","55", , , , , , , , , , , , , , , 
"PROFESSIONAL COSTS OF NP AND PA","A","-132172","CARDIAC CATHETERIZATION","59", , , , , , , , , , , , , , , 
"PROFESSIONAL COSTS OF NP AND PA","A","-470","LABORATORY","60", , , , , , , , , , , , , , , 
"PROFESSIONAL COSTS OF NP AND PA","A","-69331","CARDIOLOGY","69","11", , , , , , , , , , , , , , 
"PROFESSIONAL COSTS OF NP AND PA","A","-164682","RENAL DIALYSIS","74","11", , , , , , , , , , , , , , 
"PROFESSIONAL COSTS OF NP AND PA","A","-23009","OTH ANCILLARY SERVICE C","76", , , , , , , , , , , , , , , 
"PROFESSIONAL COSTS OF NP AND PA","A","-2188248","CLINIC","90", , , , , , , , , , , , , , , 
"PROFESSIONAL COSTS OF NP AND PA","A","-31186","EMERGENCY","91", , , , , , , , , , , , , , , 
"PROFESSIONAL COSTS OF NP AND PA","A","-163547","OTHER ORGAN ACQUISITION (SPECIFY)","112", , , , , , , , , , , , , , , 
"INTEREST INCOME- MGH   GH","B","-13045979","CAP REL COSTS-BLDG & FIXT","1","11", , , , , , , , , , , , , , 
"INTEREST INCOME- PARTNERS","B","-491275","CAP REL COSTS-BLDG & FIXT","1","11", , , , , , , , , , , , , , 
"INTEREST INCOME- PARTNERS","B","-142136","OTHER ADMIN + GENERAL","5", , , , , , , , , , , , , , , 
"NATIONAL KIDNEY REGISTRY","A","-38535","KIDNEY ACQUISITION","105", , , , , , , , , , , , , , , 
"MARTHAS VINEYARD / NANTUCKET U","A","-386700","GIFT  FLOWER  COFFEE SHOP & CANTEEN","190", , , , , , , , , , , , , , , 
"HOSPICE REVENUE OFFSET","B","-391800","ADULTS & PEDIATRICS","30", , , , , , , , , , , , , , , 
"ELIM OPERATING SUPPORT IN SUNDR","A","-17616367","OTHER FUNDS","191", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 572875"," Report A810000 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","","","","Amount of","included in","Adjustments","Wkst.","", , , , , , , , , , , 
"","","","","Allowable","Wkst. A","(col. 4 minus","A-7","", , , , , , , , , , , 
"","Line No.","Cost Center","Expense Items","Cost","column 5","col. 5) *","Ref.","", , , , , , , , , , , 
"","1","2","3","4","5","6","7","", , , , , , , , , , , 
 ,"Entity[572875] Report(A810000[00100])","Entity[572875] Report(A810000[00200])","Entity[572875] Report(A810000[00300])","Entity[572875] Report(A810000[00400])","Entity[572875] Report(A810000[00500])","Entity[572875] Report(A810000[00600])","Entity[572875] Report(A810000[00700])", , , , , , , , , , , , 
 ,"1","CAP REL COSTS-BLDG & FIXT","PHS INTEREST EXPENSE","20972710","21362028","-389318","9", , , , , , , , , , , , 
 ,"4","EMPLOYEE BENEFITS DEPARTMENT","PHS BENEFITS","16362135","9370000","6992135", , , , , , , , , , , , , 
 ,"5","DATA PROCESSING","PHS INFORMATION SYSTEMS","82963238","67825000","15138238", , , , , , , , , , , , , 
 ,"5","PURCH  RCVING  STORING","PHS PURCHASING","4368703", ,"4368703", , , , , , , , , , , , , 
 ,"5","CASHIERING  A/R","PHS CASHIERING","19290363", ,"19290363", , , , , , , , , , , , , 
 ,"5","OTHER ADMIN + GENERAL","PHS ADMIN","54391170","89833842","-35442672", , , , , , , , , , , , , 
 ,"6","MAINTENANCE & REPAIRS","PHS REPAIRS AND MAINT","2905900","2176000","729900", , , , , , , , , , , , , 
 ,"6","HOME OFFICE MAINT / PLANT OPERATION","PHS TRANSPORTATION","4058924", ,"4058924", , , , , , , , , , , , , 
 ,"191","RESEARCH ADMIN & GENERAL","PHS RESEARCH ADMIN","29921313", ,"29921313", , , , , , , , , , , , , 
 ,"5","OTHER ADMIN + GENERAL","MGH ADMINISTRATION","96902","440464","-343562", , , , , , , , , , , , , 
 ,"105","KIDNEY ACQUISITION","MGPO DONOR EXPENSE","525015","525015", , , , , , , , , , , , , , 
 ,"106","HEART ACQUISITION","MGPO DONOR EXPENSE","82916","82916", , , , , , , , , , , , , , 
 ,"107","LIVER ACQUISITION","MGPO DONOR EXPENSE","478612","478612", , , , , , , , , , , , , , 
 ,"108","LUNG ACQUISITION","MGPO DONOR EXPENSE","93358","93358", , , , , , , , , , , , , , 
 ,"109","PANCREAS ACQUISITION","MGPO DONOR EXPENSE","484","484", , , , , , , , , , , , , , 
 ,"21","M & S","SPAULDING ROTATING RESID","1","1", , , , , , , , , , , , , , 
 ,"21","M & S","NEWTON WELLESLEY ROTATING","1","1", , , , , , , , , , , , , , 
 ,"21","M & S","BWH ROTATING RESIDENTS","1","1", , , , , , , , , , , , , , 
 ,"21","M & S","MCLEAN ROTATING RESIDENTS","1","1", , , , , , , , , , , , , , 
 ,"191","RESEARCH AND TRAINING","PHS RESEARCH AND TRAINING", ,"60772","-60772", , , , , , , , , , , , , 
 ,"55","RADIOLOGY-THERAPEUTIC","THERAPEUTIC RADIOLOGY", ,"172800","-172800", , , , , , , , , , , , , 
 ,"90","CLINIC","CLINIC", ,"564648","-564648", , , , , , , , , , , , , 
 , , , ,"236511747","192985943","43525804", , , , , , , , , , , , , 
 ,"B", , ,"THE MGH", ,"SUPPORT REL ORG", , , , , , , , , , , , , 
 ,"G", , ,"MGPO", ,"MEDICAL SERVICE", , , , , , , , , , , , , 
 ,"G", , ,"PHS", ,"SUPPORT REL ORG", , , , , , , , , , , , , 
 ,"G", , ,"IHP", ,"EDUCATION", , , , , , , , , , , , , 
 ,"G", , ,"SALEM HOSPITAL", ,"HOSPITAL", , , , , , , , , , , , , 
 ,"G", , ,"BRIGHAM AND WOMENS", ,"HOSPITAL", , , , , , , , , , , , , 
 ,"G", , ,"MCLEAN HOSPITAL", ,"HOSPITAL", , , , , , , , , , , , , 
 ,"G", , ,"SPAULDING HOSPITAL", ,"HOSPITAL", , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 572875"," Report A820010 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","","","","","",""," FROM ____________","","","", , , , , , , , , 
"","","","",""," ________________",""," TO _______________","","","", , , , , , , , , 
"","","Cost Center/","","","","","Physician/","","5 Percent of","", , , , , , , , , 
"","Wkst. A","Physician","Total","Professional","Provider","RCE","Provider","Unadjusted","Unadjusted","", , , , , , , , , 
"","Line #","Identifier","Remuneration","Component","Component","Amount","Component Hours","RCE Limit","RCE Limit","", , , , , , , , , 
"","1","2","3","4","5","6","7","8","9","", , , , , , , , , 
 ,"Entity[572875] Report(A820010[00100])","Entity[572875] Report(A820010[00200])","Entity[572875] Report(A820010[00300])","Entity[572875] Report(A820010[00400])","Entity[572875] Report(A820010[00500])","Entity[572875] Report(A820010[00600])","Entity[572875] Report(A820010[00700])","Entity[572875] Report(A820010[00800])","Entity[572875] Report(A820010[00900])", , , , ,"Entity[572875] Report(A820010[01400])","Entity[572875] Report(A820010[01500])","Entity[572875] Report(A820010[01600])","Entity[572875] Report(A820010[01700])","Entity[572875] Report(A820010[01800])", 
 ,"30","ADULTS & PEDIATRICS","1478252","764548","713704","208000","5210","521000","26050", , , , ,"111460","53813","574813","138891","903439", 
 ,"30","ADULTS & PEDIATRICS","790751","502746","288005","165600","2342","186459","9323", , , , ,"59623","21716","208175","79830","582576", 
 ,"35","TRAUMA INTENSIVE CARE","51904","23266","28638","208000","147","14700","735", , , , ,"3914","2160","16860","11778","35044", 
 ,"50","OPERATING ROOM","384764","172472","212292","208000","1089","108900","5445", , , , ,"29011","16007","124907","87385","259857", 
 ,"50","OPERATING ROOM","205059","130373","74686","165600","607","48327","2416", , , , ,"15461","5631","53958","20728","151101", 
 ,"50","OPERATING ROOM","233404","165056","68348","140600","605","40896","2045", , , , ,"17599","5154","46050","22298","187354", 
 ,"52","DELIVERY ROOM & LABOR ROOM","1730574","1223833","506741","140600","4484","303101","15155", , , , ,"130485","38208","341309","165432","1389265", 
 ,"52","DELIVERY ROOM & LABOR ROOM","4451","2830","1621","165600","13","1035","52", , , , ,"336","122","1157","464","3294", 
 ,"53","ANESTHESIOLOGY","5707478","17325","5690153","200300","38974","3753121","187656", , , , ,"430344","429038","4182159","1507994","1525319", 
 ,"54","RADIOLOGY-DIAGNOSTIC","3076071", ,"3076071","225300","16682","1806949","90347", , , , ,"231936","231936","2038885","1037186","1037186", 
 ,"55","RADIOLOGY-THERAPEUTIC","1844421", ,"1844421","225300","10024","1085773","54289", , , , ,"139069","139069","1224842","619579","619579", 
 ,"59","CARDIAC CATHETERIZATION","176495","112213","64282","165600","523","41639","2082", , , , ,"13308","4847","46486","17796","130009", 
 ,"60","LABORATORY","643257","408972","234285","165600","1905","151667","7583", , , , ,"48502","17665","169332","64953","473925", 
 ,"60","LABORATORY","3953504", ,"3953504","215700","25489","2643258","132163", , , , ,"298094","298094","2941352","1012152","1012152", 
 ,"70","ELECTROENCEPHALOGRAPHY","144752","71174","73578","177200","701","59720","2986", , , , ,"10914","5548","65268","8310","79484", 
 ,"74","RENAL DIALYSIS","353629","224831","128798","165600","1047","83357","4168", , , , ,"26664","9712","93069","35729","260560", 
 ,"76","OTH ANCILLARY SERVICE C","120067","84767","35300","208000","196","19600","980", , , , ,"9053","2662","22262","13038","97805", 
 ,"76","OTH ANCILLARY SERVICE C","945673","601242","344431","165600","2800","222923","11146", , , , ,"71304","25970","248893","95538","696780", 
 ,"76","OTH ANCILLARY SERVICE C","74130","43642","30488","154100","343","25412","1271", , , , ,"5589","2299","27711","2777","46419", 
 ,"76","OTH ANCILLARY SERVICE C","237404","167884","69520","140600","615","41572","2079", , , , ,"17900","5242","46814","22706","190590", 
 ,"77","CARDIAC REHABILITATION","4192","2584","1608","165600","13","1035","52", , , , ,"316","121","1156","452","3036", 
 ,"90","CLINIC","11181911","7907136","3274775","140600","28980","1958936","97947", , , , ,"843116","246918","2205854","1068921","8976057", 
 ,"90","CLINIC","772919","545597","227322","208000","1263","126300","6315", , , , ,"58278","17140","143440","83882","629479", 
 ,"90","CLINIC","758419","339963","418456","208000","1743","174300","8715", , , , ,"57185","31552","205852","212604","552567", 
 ,"90","CLINIC","57920","29789","28131","165600","452","35986","1799", , , , ,"4367","2121","38107", ,"29789", 
 ,"90","CLINIC","6189607","3644890","2544717","154100","28592","2118282","105914", , , , ,"466696","191872","2310154","234563","3879453", 
 ,"90","CLINIC","985660","552064","433596","196400","2970","280437","14022", , , , ,"74319","32693","313130","120466","672530", 
 ,"90","CLINIC","746696","367030","379666","177200","3616","308055","15403", , , , ,"56301","28627","336682","42984","410014", 
 ,"90","CLINIC","24567103","15599625","8967478","165600","72906","5804439","290222", , , , ,"1852360","676148","6480587","2486891","18086516", 
 ,"90","CLINIC","533381","291100","242281","165600","2498","198879","9944", , , , ,"40217","18268","217147","25134","316234", 
